review,sentiment
"Come on. The new twist is nearly ok, but from avenging the Elm Street children Freddy is just killing people now. More of the same: Special effects with no actual character development or anything. Simply bad and insulting. SCARY..? Nope. Not at all. Just bad.",negative
"Certainly one of the dozen or so worst movies ever released in any form, featuring a bizarrely abominable performance by Rain Joan of Arc Phoenix (River's sister, inevitably), as Bonanza Jellybean plus inconceivably awful voiceover narration by Tom Robbins, the author of the novel, which had/retains its peculiar sweet/loopy charms.",negative
Rating-10 Classic Waters! One of his best and most shocking films! Divine is THE most filthy person ever! Mink Stole also delivers a superb performance!,positive
"I was really surprised, that my mom watched whole movie without leaving to iron, clean or some other things like these. And I was almost shocked, when she said, it was very funny and very interesting. And I think so.",positive
If you havn't seen this movie I highly recommend you do.It's an excellent true story.I love Alison Lohman she is so talented side note: I also loved her in 7th heaven.The whole story line is amazing and the way they chose there characters waz awesome. The acting in this film is<br /><br />very awesome.,positive
"If you like stupid jokes and a terribly predictable storyline, then perhaps this movie is for you. Courtney Thorne-Smith, Jack Warden, and several other members of the supporting cast actually have talent, but it was completely stifled by the paper-thin script. This is a generally boring and joyless time waster of a movie.",negative
"I don't usually like TV movies, I reckon that if the thing was any good it would make it to Hollywood. This one though is better than average, pretty high production values, a few interesting story twists and some nice shots of NYC (along with Toronto) hold the interest.",negative
"The movie is a bit ""thin"" after reading the book, but it's still one of the greatest movies ever made. Sheryl Lee is beautiful and Nick Nolte is really ""vonneguty"". He makes great job expressing the feelings from the book to the film. Not many films engage the feeling of the book as well as Mother Night does.",positive
"I haven't for a long time seen such a horrible film. I hoped that at least Adam Sandler could be funny... hopeless. Seems, like some teenager have written it's script and he's daddy pushed this so far, that someone agreed to shoot it. (Movie)World could be better place without this, whatever it is.",negative
Sjöströms masterpiece and a movie that captures the swedish soul . It also served as a great inspiration for Bergman; the similarites between Körkarlen and Smultronstället (with Sjöström in the leading role as Isak Borg) from 1957 is not a coincidence. Don't miss it for the world!,positive
"The movie has an excellent screenplay (the situation is credible, the action has pace), first-class direction and acting (especially the 3 leading actors but the others as well -including the mobster, who does not seem to be a professional actor).<br /><br />I wish the movie, the director and the actors success.",positive
The film gets my stamp of approval. The scene in the museum demands acting without dialogue. This is one of the most interesting and unique scenes in the history of film. Dickinson's character Kate is very well developed and her performance is felt throughout the entire film. The best work Angie Dickinson did since Point Blank!,positive
"This is one of my favorite movies of all time. I loved Rain Man with Dustin Hoffman and Tom Cruise. This movie is in some ways similar, but makes Rain Man seem artificial, shallow, unemotional, and trivial by comparison.",positive
"Great cast, great acting, great music. Each character in this movie had their own stories and personalities and it's vivid. A great movie not to be missed.",positive
"I gave this a 2, and it only avoided a 1 because of the occasional unintentional laugh. The film is excruciatingly boring, and incredibly cheap. It's even worse if you know anything at all about the Fantastic Four.",negative
"To quote Flik, that was my reaction exactly: Wow...you're perfect! This is the best movie! I think I can even say it's become my favorite movie ever, even. Wow. I tell you what, wow.",positive
"Without question, the worst ELVIS film ever made. The movie portrays all Indians as drunk, stupid, and lazy. Watch ELVIS's skin change color throughout the film.",negative
